Product Title,Product Type,Variant Title,SKU,Image URL,Location ID,Location Name,Available,On Hand,Threshold,Incoming,Incoming Date
Halo Aero Spoiler - 22+ BRZ,CF Aero,Piano Black,HALO-BK-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/PianoBlackBRZWing-3.png?v=1722111973,gid://shopify/Location/68455891180,El Monte - Warehouse,-3,-1,10,,
Halo Aero Spoiler - 22+ BRZ,CF Aero,Piano Black,HALO-BK-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/PianoBlackBRZWing-3.png?v=1722111973,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,10,,
SmartFlow Intake Duct for '18+ Crosstrek,Engine Dress-up,Wrinkle Red,SFI-GT-RD,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/39445869-5D30-4964-931D-7343098E8531.jpg?v=1718146950,gid://shopify/Location/68455891180,El Monte - Warehouse,9,9,25,,
SmartFlow Intake Duct for '18+ Crosstrek,Engine Dress-up,Wrinkle Red,SFI-GT-RD,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/39445869-5D30-4964-931D-7343098E8531.jpg?v=1718146950,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,25,,
SmartFlow Intake Duct for '18+ Crosstrek,Engine Dress-up,Wrinkle Black,SFI-GT-BK,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/39445869-5D30-4964-931D-7343098E8531.jpg?v=1718146950,gid://shopify/Location/68455891180,El Monte - Warehouse,72,72,25,,
SmartFlow Intake Duct for '18+ Crosstrek,Engine Dress-up,Wrinkle Black,SFI-GT-BK,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/39445869-5D30-4964-931D-7343098E8531.jpg?v=1718146950,gid://shopify/Location/71820017900,Whittier - Warehouse,-4,-3,25,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,6 Speed Reverse Left Up,RFCF-KNB-RD-R6,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5152.png?v=1734819509,gid://shopify/Location/68455891180,El Monte - Warehouse,25,25,75,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,6 Speed Reverse Left Up,RFCF-KNB-RD-R6,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5152.png?v=1734819509,gid://shopify/Location/71820017900,Whittier - Warehouse,2,2,75,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,6 Speed Reverse Right Down,RFCF-KNB-RD-6R,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5151.png?v=1734819509,gid://shopify/Location/68455891180,El Monte - Warehouse,17,17,75,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,6 Speed Reverse Right Down,RFCF-KNB-RD-6R,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5151.png?v=1734819509,gid://shopify/Location/71820017900,Whittier - Warehouse,-20,0,75,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,5 Speed,RFCF-KNB-RD-5R,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5153.png?v=1734819509,gid://shopify/Location/68455891180,El Monte - Warehouse,0,0,20,,
Red Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,5 Speed,RFCF-KNB-RD-5R,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_5153.png?v=1734819509,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,20,,
Dynamic Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,Blue Forged,BFCF-KNB-BL,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_4371-2.jpg?v=1716167286,gid://shopify/Location/68455891180,El Monte - Warehouse,64,64,75,,
Dynamic Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,Blue Forged,BFCF-KNB-BL,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/ATK_4371-2.jpg?v=1716167286,gid://shopify/Location/71820017900,Whittier - Warehouse,-25,0,75,,
Dynamic Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,Red Forged,RFCF-KNB-RD,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/4_45f4d4c2-0dfc-4521-91a1-f09f2bf6354e.png?v=1729731049,gid://shopify/Location/68455891180,El Monte - Warehouse,2,3,75,,
Dynamic Forged Carbon Shift Knob - M12x1.25mm w/ M10 adapter,Shift Knobs,Red Forged,RFCF-KNB-RD,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/4_45f4d4c2-0dfc-4521-91a1-f09f2bf6354e.png?v=1729731049,gid://shopify/Location/71820017900,Whittier - Warehouse,9,9,75,,
EngineArt Carbon Fiber Fuse Box Cover plates for '22 + WRX VB,CF Engine Dress-up,Default Title,FBCKIT-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressivenewproducts-3.jpg?v=1730057849,gid://shopify/Location/68455891180,El Monte - Warehouse,23,23,25,,
EngineArt Carbon Fiber Fuse Box Cover plates for '22 + WRX VB,CF Engine Dress-up,Default Title,FBCKIT-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressivenewproducts-3.jpg?v=1730057849,gid://shopify/Location/71820017900,Whittier - Warehouse,-5,0,25,,
Carbon Fiber Airblade Fender Shrouds for '22 + WRX VB,CF Engine Dress-up,Default Title,AB-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressivenewproducts-12.jpg?v=1730059098,gid://shopify/Location/68455891180,El Monte - Warehouse,88,89,25,,
Carbon Fiber Airblade Fender Shrouds for '22 + WRX VB,CF Engine Dress-up,Default Title,AB-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressivenewproducts-12.jpg?v=1730059098,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,25,,
Carbon Fiber Smartflow Radiator Shroud for '22 + WRX VB,CF Engine Dress-up,Default Title,RS-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressiveinletandshrowd.jpg?v=1734929355,gid://shopify/Location/68455891180,El Monte - Warehouse,20,20,25,,
Carbon Fiber Smartflow Radiator Shroud for '22 + WRX VB,CF Engine Dress-up,Default Title,RS-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressiveinletandshrowd.jpg?v=1734929355,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,25,,
Limited Edition Forged Carbon Shift Knob - (Weighted) Titanium Finish,Shift Knobs,Default Title,FCF-KNB-TI,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Untitleddesign-2024-10-31T135356.536.png?v=1730408336,gid://shopify/Location/68455891180,El Monte - Warehouse,44,44,50,,
Limited Edition Forged Carbon Shift Knob - (Weighted) Titanium Finish,Shift Knobs,Default Title,FCF-KNB-TI,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Untitleddesign-2024-10-31T135356.536.png?v=1730408336,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,50,,
EngineArt Carbon Fiber Intake Snorkel Cover for '22 + WRX VB,CF Engine Dress-up,Default Title,ISC-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressiveinletandshrowd-6_7db1491b-0c64-4df8-a6d3-a757d059f524.jpg?v=1734930734,gid://shopify/Location/68455891180,El Monte - Warehouse,9,9,10,,
EngineArt Carbon Fiber Intake Snorkel Cover for '22 + WRX VB,CF Engine Dress-up,Default Title,ISC-3KCF-VB,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/Compressiveinletandshrowd-6_7db1491b-0c64-4df8-a6d3-a757d059f524.jpg?v=1734930734,gid://shopify/Location/71820017900,Whittier - Warehouse,-5,0,10,,
Zenkai-Ti Titanium Axle Back Exhaust for '21+ BRZ,Exhaust,Zenkai Ti-R (No Muffler),EXS-TIR-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/NOMUFFLERAxleBack-5.png?v=1740113968,gid://shopify/Location/68455891180,El Monte - Warehouse,2,2,2,,
Zenkai-Ti Titanium Axle Back Exhaust for '21+ BRZ,Exhaust,Zenkai Ti-R (No Muffler),EXS-TIR-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/NOMUFFLERAxleBack-5.png?v=1740113968,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,2,,
Zenkai-Ti Titanium Axle Back Exhaust for '21+ BRZ,Exhaust,Zenkai Ti-S (Muffler),EXS-TIS-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/MUFFLERAxleBack-3.png?v=1740113968,gid://shopify/Location/68455891180,El Monte - Warehouse,2,2,2,,
Zenkai-Ti Titanium Axle Back Exhaust for '21+ BRZ,Exhaust,Zenkai Ti-S (Muffler),EXS-TIS-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/MUFFLERAxleBack-3.png?v=1740113968,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,2,,
Black Series - 3-Piece Carbon Fiber Front Lip Kit for '21+ BRZ,CF Aero,Default Title,FL-3KCF-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/BRZLIPKITPICS-5.jpg?v=1742761212,gid://shopify/Location/68455891180,El Monte - Warehouse,5,5,5,,
Black Series - 3-Piece Carbon Fiber Front Lip Kit for '21+ BRZ,CF Aero,Default Title,FL-3KCF-Z86,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/BRZLIPKITPICS-5.jpg?v=1742761212,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,5,,
XGU Type One Roof Spoiler,ABS Aero,Default Title,TONEWNG-XGU,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/CROSSTREKTYPEONESPOILER-4.jpg?v=1742761583,gid://shopify/Location/68455891180,El Monte - Warehouse,75,75,50,,
XGU Type One Roof Spoiler,ABS Aero,Default Title,TONEWNG-XGU,https://cdn.shopify.com/s/files/1/0636/1976/0364/files/CROSSTREKTYPEONESPOILER-4.jpg?v=1742761583,gid://shopify/Location/71820017900,Whittier - Warehouse,0,0,50,,
